timestamp,num_objects,min_ttc
1750340724.375887,0,inf
1750340724.529003,0,inf
1750340724.613626,0,inf
1750340724.667140,0,inf
1750340725.082603,0,inf
1750340725.155968,1,8.418821
1750340725.224638,0,inf
1750340725.278626,0,inf
1750340725.404975,0,inf
1750340725.485768,1,6.571636
1750340725.535788,2,6.257611
1750340725.574850,0,inf
1750340725.677609,0,inf
1750340725.792607,0,inf
1750340725.912683,3,4.257096
1750340725.966536,0,inf
1750340726.022609,1,6.828284
1750340726.076563,1,6.708220
1750340726.207726,0,inf
1750340726.271715,0,inf
1750340726.383293,0,inf
1750340726.449160,0,inf
1750340726.566379,2,4.519811
1750340726.730106,0,inf
1750340726.864241,1,4.182114
1750340726.939333,1,3.472922
1750340727.103775,0,inf
1750340727.177623,0,inf
1750340727.383307,0,inf
1750340727.525862,0,inf
1750340727.588257,0,inf
1750340727.724083,0,inf
1750340727.916140,0,inf
1750340727.966692,0,inf
1750340728.034022,0,inf
1750340728.144619,0,inf
1750340728.196609,0,inf
1750340728.384099,0,inf
1750340728.448253,0,inf
1750340728.592333,0,inf
1750340728.636290,0,inf
1750340728.755229,0,inf
1750340728.853449,0,inf
1750340729.018653,0,inf
1750340729.137405,0,inf
1750340729.197001,0,inf
1750340729.477506,0,inf
1750340729.536403,1,2.349101
1750340729.582510,1,2.267980
1750340729.805097,0,inf
1750340729.903385,0,inf
1750340729.990721,0,inf
1750340730.174290,1,1.947031
1750340730.212487,0,inf
1750340730.376497,0,inf
1750340730.490704,0,inf
1750340730.526636,0,inf
1750340730.641755,0,inf
1750340730.876290,0,inf
1750340730.957178,0,inf
1750340731.006129,0,inf
1750340731.138862,0,inf
1750340731.218276,0,inf
1750340731.323876,0,inf
1750340731.420328,0,inf
1750340731.478218,0,inf
1750340731.651068,0,inf
1750340731.815836,0,inf
1750340731.863757,0,inf
1750340731.955986,0,inf
1750340732.244496,0,inf
1750340732.309886,0,inf
1750340732.498557,0,inf
1750340732.766098,0,inf
1750340732.845557,0,inf
1750340733.052271,0,inf
1750340733.105024,0,inf
1750340733.250710,0,inf
1750340733.303852,0,inf
1750340733.400986,0,inf
1750340733.464736,0,inf
1750340733.648216,0,inf
1750340733.803958,0,inf
1750340733.839418,0,inf
1750340733.996286,0,inf
1750340734.143651,0,inf
1750340734.400541,0,inf
1750340734.445830,0,inf
1750340734.604854,1,7.750189
1750340734.649874,0,inf
1750340734.726155,0,inf
1750340734.871146,0,inf
1750340735.156246,0,inf
1750340735.199568,0,inf
1750340735.387193,0,inf
1750340735.570244,0,inf
1750340735.616418,0,inf
1750340735.664399,1,10.119270
1750340735.721287,1,10.648510
1750340735.804653,0,inf
1750340735.864149,0,inf
1750340735.911553,0,inf
1750340736.036034,0,inf
1750340736.128633,0,inf
1750340736.292533,0,inf
1750340736.341163,0,inf
1750340736.455357,0,inf
1750340736.619049,0,inf
1750340736.666301,0,inf
1750340736.710042,0,inf
1750340736.798346,0,inf
1750340736.986491,0,inf
1750340737.032558,0,inf
1750340737.233536,0,inf
1750340737.348938,0,inf
1750340737.685992,0,inf
1750340737.747713,0,inf
1750340737.929784,0,inf
1750340737.968801,0,inf
1750340738.018020,0,inf
1750340738.124154,1,13.585489
1750340738.247551,0,inf
1750340738.358616,0,inf
1750340738.448714,0,inf
1750340738.634974,1,9.233338
1750340738.656323,1,9.213872
1750340738.848016,3,7.320585
1750340738.950081,4,5.589268
1750340739.160190,4,5.543494
1750340739.329386,0,inf
1750340739.508466,2,4.318811
1750340739.551228,2,4.310678
1750340739.754097,2,3.753969
1750340739.800224,2,3.818309
1750340739.909778,1,3.558869
1750340739.982444,1,3.388336
1750340740.069404,1,3.283460
1750340740.122235,1,3.467171
1750340740.363375,0,inf
1750340740.427326,0,inf
