timestamp,num_objects,min_ttc
1750324321.734732,0,inf
1750324321.760675,0,inf
1750324321.871223,0,inf
1750324321.900100,0,inf
1750324322.078714,0,inf
1750324322.172809,0,inf
1750324322.344471,0,inf
1750324322.419971,0,inf
1750324322.472838,0,inf
1750324322.543915,0,inf
1750324322.661884,0,inf
1750324322.727512,0,inf
1750324322.851551,0,inf
1750324322.984049,0,inf
1750324323.114247,0,inf
1750324323.163709,0,inf
1750324323.297643,1,74.549578
1750324323.399783,1,82.812254
1750324323.546021,1,31.150515
1750324323.685485,0,inf
1750324323.749062,1,60.425738
1750324323.799453,1,46.782558
1750324323.866652,1,30.828328
1750324324.029583,1,34.663630
1750324324.046787,1,31.233909
1750324324.117155,1,47.077112
1750324324.333766,0,inf
1750324324.464532,1,51.564244
1750324324.537339,1,137.664114
1750324324.601778,4,18.568158
1750324324.785808,1,112.384104
1750324324.840446,1,82.016595
1750324324.916279,1,64.656637
1750324324.990074,1,56.509591
1750324325.118681,0,inf
1750324325.251818,0,inf
1750324325.308868,1,298.587278
1750324325.381664,1,315.335020
1750324325.500197,1,inf
1750324325.564050,1,inf
1750324325.639781,1,inf
1750324325.696184,1,inf
1750324325.888343,1,inf
1750324325.958546,1,inf
1750324326.013339,1,inf
1750324326.082864,1,inf
1750324326.292054,1,inf
1750324326.353902,1,inf
1750324326.500495,1,inf
1750324326.528860,1,inf
1750324326.576711,1,inf
1750324326.662130,1,inf
1750324326.747125,1,inf
1750324326.883906,0,inf
1750324326.971404,0,inf
1750324327.092544,0,inf
1750324327.186711,1,inf
1750324327.246658,0,inf
1750324327.302915,0,inf
1750324327.493606,0,inf
1750324327.567261,0,inf
1750324327.697838,0,inf
1750324327.832327,0,inf
1750324327.883795,0,inf
1750324328.007314,0,inf
1750324328.089161,0,inf
1750324328.188842,1,135.156581
1750324328.332379,0,inf
1750324328.390400,0,inf
1750324328.536414,0,inf
1750324328.598770,0,inf
1750324328.793487,0,inf
1750324328.861949,0,inf
1750324328.940988,0,inf
1750324329.013898,0,inf
1750324329.092735,1,102.890025
1750324329.152172,1,71.240924
1750324329.392460,0,inf
1750324329.441213,1,85.562133
1750324329.520499,1,89.630162
1750324329.594696,1,81.381381
1750324329.723314,1,182.908065
1750324329.864759,1,428.397494
1750324329.910673,1,inf
1750324330.001871,1,inf
1750324330.065563,1,inf
1750324330.183305,1,inf
1750324330.399131,0,inf
1750324330.550828,1,inf
1750324330.618151,1,inf
1750324330.772574,0,inf
1750324330.850109,1,inf
1750324331.025367,0,inf
1750324331.076587,1,inf
1750324331.157234,1,inf
1750324331.219015,1,inf
1750324331.304729,1,inf
1750324331.492063,1,inf
1750324331.564979,1,inf
1750324331.637638,1,inf
1750324331.701671,1,inf
1750324331.769704,1,inf
1750324331.833663,1,inf
1750324332.029146,1,inf
1750324332.078054,1,inf
1750324332.171886,1,inf
1750324332.214739,0,inf
1750324332.298953,0,inf
1750324332.584356,0,inf
1750324332.659903,0,inf
1750324332.809308,0,inf
1750324332.838771,0,inf
1750324332.981477,0,inf
1750324333.118888,0,inf
1750324333.234365,0,inf
