timestamp,num_objects,min_ttc
1750356807.097968,0,inf
1750356807.113770,0,inf
1750356807.176442,2,2.397889
1750356807.229218,1,2.229246
1750356807.371672,4,2.072736
1750356807.422700,2,2.062874
1750356807.764153,2,1.667564
1750356807.926868,1,3.565222
1750356808.050906,1,3.391386
1750356808.087067,1,3.228628
1750356808.237484,1,2.965453
1750356808.321663,1,3.302017
1750356808.387854,2,3.220629
1750356808.546645,2,3.144615
1750356808.655010,1,3.192616
1750356808.713241,1,3.049305
1750356808.838389,1,3.124686
1750356808.913319,1,3.160457
1750356809.096916,2,3.070574
1750356809.279641,2,3.139828
1750356809.522031,2,3.138172
1750356809.575474,2,3.471205
1750356809.759257,2,3.198118
1750356809.878154,2,3.567844
1750356810.010286,2,3.683279
1750356810.196500,2,4.409504
1750356810.413853,2,3.774093
1750356810.454770,4,4.472029
1750356810.496019,4,4.672865
1750356810.606891,3,4.765004
1750356810.706734,3,4.411163
1750356810.962743,5,4.519778
1750356811.066231,3,5.816892
1750356811.177255,3,6.439165
1750356811.444441,4,6.670469
1750356811.482577,4,6.910942
1750356811.640384,4,6.157230
1750356811.747653,4,7.306289
1750356812.085726,5,7.954052
1750356812.142317,6,7.856007
1750356812.253860,5,8.041058
1750356812.384354,4,6.990449
1750356812.463427,4,7.536420
1750356812.590413,4,7.159192
1750356812.662302,5,7.135672
1750356812.878420,4,6.982040
1750356812.930967,4,10.361938
1750356813.020278,4,8.311785
1750356813.195848,3,8.376166
1750356813.457863,3,6.973771
1750356813.504917,3,10.408821
1750356813.683726,3,7.933562
1750356813.724374,4,8.016059
1750356813.756423,7,8.470058
1750356814.003093,2,8.906871
1750356814.151214,3,6.257446
1750356814.211520,3,6.134703
1750356814.313863,3,4.959482
1750356814.518003,2,4.215859
1750356814.640508,2,5.040245
1750356814.696918,4,4.815338
1750356814.789860,2,8.995493
1750356814.880276,1,11.847169
1750356815.024044,1,6.236885
1750356815.197696,0,inf
1750356815.232775,2,inf
1750356815.391972,0,inf
1750356815.468951,0,inf
1750356815.624980,2,13.368991
1750356815.691882,1,37.832093
1750356816.387913,0,inf
1750356816.509186,0,inf
1750356816.709469,0,inf
1750356816.897286,0,inf
1750356817.144017,0,inf
