timestamp,num_objects,min_ttc
1750356252.976524,0,inf
1750356253.034459,0,inf
1750356253.222272,0,inf
1750356253.323211,0,inf
1750356253.451461,0,inf
1750356253.639349,0,inf
1750356253.838944,0,inf
1750356253.889007,0,inf
1750356254.206099,0,inf
1750356254.325375,0,inf
1750356254.568132,0,inf
1750356254.622975,0,inf
1750356254.706850,0,inf
1750356254.855926,0,inf
1750356254.928401,0,inf
1750356255.026643,0,inf
1750356255.114241,0,inf
1750356255.311631,0,inf
1750356255.420254,1,9.890122
1750356255.615170,0,inf
1750356255.667873,0,inf
1750356255.734833,0,inf
1750356255.908292,0,inf
1750356256.026526,0,inf
1750356256.173359,0,inf
1750356256.222975,0,inf
1750356256.309942,1,inf
1750356256.375475,1,inf
1750356256.482608,1,inf
1750356256.667551,0,inf
1750356256.873835,0,inf
1750356256.915682,1,inf
1750356256.999777,1,inf
1750356257.137783,1,inf
1750356257.168274,1,inf
1750356257.211493,1,inf
1750356257.267550,1,inf
1750356257.362152,2,inf
1750356257.456367,2,inf
1750356257.552315,1,inf
1750356257.593327,2,inf
1750356257.770716,2,inf
1750356257.781440,1,inf
1750356257.869525,2,inf
1750356258.073708,0,inf
1750356258.160296,1,inf
1750356258.259300,1,inf
1750356258.334219,1,inf
1750356258.606144,0,inf
1750356258.666324,1,inf
1750356258.838144,0,inf
1750356258.870181,2,25.321460
1750356259.068605,2,22.119421
1750356259.112194,3,17.956396
1750356259.208921,3,16.281760
1750356259.358798,3,17.843684
1750356259.418858,5,18.091104
1750356259.523976,3,47.543544
1750356259.667225,2,17.392488
1750356259.722522,3,17.877015
1750356259.849583,4,13.597846
1750356260.007246,2,33.311073
1750356260.049559,5,180.859703
1750356260.256133,6,inf
1750356260.310397,5,17.178650
1750356260.456174,6,5.187784
1750356260.599638,4,10.860911
1750356260.727769,6,20.658196
1750356260.763843,6,21.098247
1750356260.881747,7,22.689013
1750356261.125989,4,29.283508
1750356261.474828,6,13.807840
1750356261.516716,3,13.138209
1750356261.560068,5,8.660744
1750356261.726562,3,11.590217
1750356261.770500,5,16.285736
1750356261.902576,5,50.449749
1750356262.065757,4,109.034024
1750356262.202631,3,81.585284
1750356262.246234,3,111.451102
1750356262.467297,2,57.860688
1750356262.612489,4,37.078789
1750356262.791843,1,74.024948
1750356262.834009,3,inf
1750356262.881078,3,15.849498
1750356262.980880,2,inf
1750356263.164987,0,inf
1750356263.238029,2,170.884536
1750356263.356169,2,338.851147
1750356263.394045,2,inf
1750356263.510879,2,inf
1750356263.549879,2,inf
1750356263.654412,2,inf
1750356263.802170,1,inf
1750356263.866354,2,inf
1750356263.951111,1,inf
1750356264.243724,1,inf
1750356264.300281,1,inf
1750356264.513159,0,inf
1750356264.709853,1,inf
1750356264.913235,0,inf
1750356265.164345,0,inf
1750356265.270778,1,inf
1750356265.525430,0,inf
1750356265.692706,0,inf
1750356265.726652,1,inf
1750356265.888928,1,inf
1750356265.994036,1,inf
1750356266.152730,0,inf
1750356266.196939,1,inf
1750356266.297891,0,inf
1750356266.542179,0,inf
1750356266.587715,0,inf
