timestamp,num_objects,min_ttc
1750323814.637667,0,inf
1750323814.664556,0,inf
1750323814.837138,1,inf
1750323814.939938,1,inf
1750323815.007879,1,inf
1750323815.133570,0,inf
1750323815.158279,0,inf
1750323815.186558,1,inf
1750323815.232905,1,inf
1750323815.341903,1,inf
1750323815.463954,0,inf
1750323815.577432,1,inf
1750323815.592973,1,inf
1750323815.627233,0,inf
1750323815.757999,0,inf
1750323815.797776,0,inf
1750323816.081587,0,inf
1750323816.203876,0,inf
1750323816.319971,0,inf
1750323816.385281,0,inf
1750323816.493625,0,inf
1750323816.535985,0,inf
