timestamp,num_objects,min_ttc
1750323358.437835,0,inf
1750323358.458852,0,inf
1750323358.486613,0,inf
1750323358.619743,0,inf
1750323358.734534,0,inf
1750323358.879371,1,21.858729
1750323358.940299,1,21.367964
1750323359.047693,1,15.260829
1750323359.139251,1,12.565822
1750323359.460291,1,10.843269
1750323359.565804,1,9.315716
1750323359.774292,1,9.581431
1750323359.992621,1,8.934587
1750323360.063747,1,8.805913
1750323360.135584,1,7.977676
1750323360.252006,1,7.377665
1750323360.408231,1,7.490674
1750323360.628978,1,8.547510
1750323360.679394,1,8.275627
1750323360.847775,1,7.591965
1750323361.050434,1,7.291312
1750323361.118055,1,8.375825
1750323361.252264,1,7.982510
