timestamp,num_objects,min_ttc
1750323238.575226,0,inf
1750323238.607949,0,inf
1750323238.634367,0,inf
1750323238.669819,0,inf
1750323238.731531,0,inf
1750323238.790115,0,inf
1750323239.040723,0,inf
1750323239.117194,0,inf
1750323239.174027,0,inf
1750323239.294026,0,inf
1750323239.345126,0,inf
1750323239.515098,0,inf
1750323239.599676,0,inf
1750323239.886854,0,inf
1750323240.121735,0,inf
1750323240.237473,0,inf
1750323240.399832,0,inf
1750323240.596553,0,inf
1750323240.645053,0,inf
1750323240.775479,0,inf
1750323240.844774,0,inf
1750323240.931851,0,inf
1750323241.009196,0,inf
1750323241.081817,0,inf
1750323241.193245,0,inf
1750323241.281157,0,inf
1750323241.346167,0,inf
1750323241.431525,0,inf
1750323241.485580,0,inf
1750323241.672257,0,inf
1750323241.749135,0,inf
1750323241.893970,0,inf
1750323242.128233,0,inf
1750323242.248891,0,inf
1750323242.466735,0,inf
1750323242.543624,0,inf
1750323242.780616,0,inf
1750323242.869172,0,inf
1750323242.930611,0,inf
1750323243.054054,0,inf
1750323243.222331,0,inf
1750323243.242618,0,inf
1750323243.406140,0,inf
1750323243.627025,0,inf
1750323243.692376,0,inf
1750323243.814465,0,inf
1750323244.099232,0,inf
1750323244.163283,0,inf
1750323244.259375,0,inf
1750323244.363757,0,inf
1750323244.484173,0,inf
1750323244.601225,0,inf
1750323244.753625,0,inf
1750323244.812396,0,inf
1750323244.911360,0,inf
1750323244.985218,0,inf
1750323245.131220,0,inf
1750323245.293299,0,inf
1750323245.409801,0,inf
1750323245.594338,0,inf
1750323245.622404,0,inf
1750323245.816877,0,inf
1750323246.079057,0,inf
1750323246.151797,0,inf
1750323246.280849,0,inf
1750323246.448437,0,inf
1750323246.509456,0,inf
1750323246.736281,0,inf
1750323246.777461,0,inf
1750323246.823778,0,inf
1750323246.910625,0,inf
1750323247.050250,1,26.645719
1750323247.188045,1,37.617673
1750323247.237580,1,20.460803
1750323247.343618,0,inf
1750323247.415605,0,inf
1750323247.503384,0,inf
1750323247.687580,0,inf
1750323247.892908,0,inf
1750323247.967885,0,inf
1750323248.021924,0,inf
1750323248.203470,0,inf
1750323248.280914,0,inf
1750323248.626776,0,inf
1750323248.737431,0,inf
1750323249.023107,0,inf
1750323249.220514,0,inf
1750323249.363638,0,inf
1750323249.488677,0,inf
1750323249.565203,0,inf
1750323249.641565,0,inf
1750323249.782484,0,inf
1750323249.904041,0,inf
1750323249.973504,0,inf
1750323250.097359,0,inf
1750323250.161686,0,inf
1750323250.365102,0,inf
1750323250.502645,0,inf
1750323250.581439,0,inf
1750323250.651633,0,inf
1750323250.816638,0,inf
1750323250.914878,0,inf
1750323250.989053,0,inf
1750323251.066331,0,inf
1750323251.215793,0,inf
1750323251.242021,0,inf
1750323251.450708,0,inf
1750323251.586372,0,inf
1750323251.728703,0,inf
1750323251.866711,0,inf
1750323251.936031,0,inf
1750323252.053935,0,inf
1750323252.136734,0,inf
1750323252.283035,0,inf
1750323252.404906,0,inf
1750323252.540978,0,inf
1750323252.618815,0,inf
1750323252.702842,0,inf
1750323252.783410,0,inf
1750323252.930164,0,inf
1750323253.054482,0,inf
1750323253.201014,0,inf
1750323253.318598,0,inf
1750323253.452371,0,inf
1750323253.541522,0,inf
1750323253.616701,0,inf
1750323253.771773,0,inf
1750323253.947183,0,inf
1750323254.064821,0,inf
1750323254.346924,0,inf
1750323254.418373,0,inf
1750323254.559708,0,inf
1750323254.589727,0,inf
1750323254.790288,0,inf
1750323254.813150,0,inf
1750323254.880188,0,inf
1750323255.037833,0,inf
1750323255.097273,0,inf
1750323255.167908,0,inf
1750323255.363363,0,inf
1750323255.440569,0,inf
1750323255.589671,0,inf
1750323255.726566,0,inf
1750323255.801767,0,inf
1750323255.989693,0,inf
1750323256.054261,0,inf
1750323256.280674,0,inf
1750323256.402834,0,inf
1750323256.624278,0,inf
1750323256.763769,0,inf
1750323256.837940,0,inf
1750323256.896338,0,inf
1750323257.120871,0,inf
1750323257.216332,0,inf
1750323257.285616,0,inf
1750323257.351723,0,inf
1750323257.431829,0,inf
1750323257.562135,0,inf
1750323257.639829,0,inf
1750323258.141304,0,inf
1750323258.229384,0,inf
1750323258.323055,0,inf
1750323258.383001,0,inf
1750323258.463189,0,inf
1750323258.557518,0,inf
1750323258.636375,0,inf
1750323258.727291,0,inf
1750323258.950005,0,inf
1750323259.025763,0,inf
1750323259.153513,0,inf
1750323259.234046,0,inf
1750323259.495735,0,inf
1750323259.587527,0,inf
1750323259.656007,0,inf
1750323259.717796,0,inf
1750323259.858172,0,inf
1750323259.926322,0,inf
1750323260.021843,2,65.465039
1750323260.168454,0,inf
1750323260.251364,0,inf
1750323260.315473,1,68.880920
1750323260.387469,0,inf
1750323260.601593,0,inf
1750323260.685271,0,inf
1750323260.892219,0,inf
1750323261.032734,0,inf
1750323261.102800,0,inf
1750323261.394689,0,inf
1750323261.623799,0,inf
1750323261.691409,0,inf
1750323261.785369,1,inf
1750323261.932580,0,inf
1750323261.961661,0,inf
1750323262.020969,0,inf
1750323262.094433,0,inf
1750323262.175668,0,inf
1750323262.312336,0,inf
1750323262.385550,0,inf
1750323262.535464,0,inf
1750323262.603634,0,inf
1750323262.765702,0,inf
1750323262.841287,0,inf
1750323263.059280,0,inf
1750323263.076051,0,inf
1750323263.137890,0,inf
1750323263.204376,0,inf
1750323263.336715,0,inf
1750323263.394454,0,inf
1750323263.472070,0,inf
1750323263.552631,0,inf
1750323263.679321,0,inf
1750323263.727157,0,inf
1750323263.941916,0,inf
1750323263.993736,0,inf
1750323264.122938,0,inf
1750323264.224703,0,inf
1750323264.291295,0,inf
